row_number,brand_name,normalized_brand_name,source_file,chunk_id,chunk_index,start_line,end_line,heading,match_type,chunk_text
140,LYBALVI,LYBALVI,Copy of 195239-4641478.md,Copy of 195239-4641478::chunk_0057,57,281,287,,matched:LYBALVI,"(LYBALVI)

Indication Indicator Off-Label Uses Exclusion Criteria Required Medical Information Age Restriction Prescriber Restriction Coverage Duration Other Criteria Part B Prerequisite Group Indication Indicator Off-Label Uses Exclusion Criteria Required Medical Information Age Restriction Prescriber Restriction Coverage Duration Other Criteria Part B Prerequisite Group

<!-- image -->"
140,LYBALVI,LYBALVI,Copy of 195239-4641478.md,Copy of 195239-4641478::chunk_0058,58,288,291,,nearby_context,"|              | 1 - All FDA-approved   |                     |                                                                                                                                                                                                                                                                                                         | Coverage is provided for            | By or in consultation with a         | 12 months   | For reauth: documentation of   |                          |
|--------------|------------------------|---------------------|---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|-------------------------------------|--------------------------------------|-------------|--------------------------------|--------------------------|
|              | Indications.           | ODEVIXIBAT (BYLVAY) | Diagnosis of pruritis caused by  progressive familial  intrahepatic cholestatis (PFIC)  or Allagile syndrome (ALGS)  which has been confirmed by  genetic testing.  Documentation of trial and  failure of ursodiol and another  medication for cholestatic  pruritis (e.g. cholestyramine,  rifampin). | members 3 months of age and  older. | hepatologist or  gastroenterologist. |             | improvement in pruritis.       | improvement in pruritis. |
| Indications. |                        |                     | trial and failure of at least two  of the following generic, oral  atypical antipsychotics:                                                                                                                                                                                                             | members 18 years of age or  older.  |                                      |             |                                |                          |"
141,LYNPARZA,Lynparza,Copy of 195158-4643510.md,Copy of 195158-4643510::chunk_0166,166,3361,3362,## Exclusion Criteria Required Medical Information,nearby_context,"approved Indications - - Required Medical Information For Pompe disease: Diagnosis was confirmed by an enzyme assay demonstrating a deficiency of acid alpha-glucosidase (GAA) enzyme activity or by genetic testing. Age Restrictions - Prescriber Restrictions - Coverage Duration Plan Year Other Criteria - Prior Authorization Group LUPRON PED Drug Names LUPRON DEPOT-PED (1-MONTH, LUPRON DEPOT-PED (3-MONTH, LUPRON DEPOT-PED (6-MONTH PA Indication Indicator All FDA - approved Indications Off- f- label Uses - Exclusion Criteria - Required Medical Information For central precocious puberty (CPP): Patients not currently receiving therapy must meet all of the following criteria: 1) Diagnosis of CPP was confirmed by a pubertal response to a gonadotropin releasing hormone (GnRH) agonist test OR a pubertal level of a third generation luteinizing hormone (LH) assay, AND 2) Assessment of bone age versus chronological age supports the diagnosis of CPP, AND 3) The onset of secondary sexual characteristics occurred prior to 8 years of age for female patients OR prior to 9 years of age for male patients. Age Restrictions CPP: Patient must be less than 12 years old if female and less than 13 years old if male Prescriber Restrictions - Coverage Duration Plan Year Other Criteria -"
141,LYNPARZA,Lynparza,Copy of 195158-4643510.md,Copy of 195158-4643510::chunk_0167,167,3363,3386,## Exclusion Criteria Required Medical Information,matched:LYNPARZA;matched:Lynparza,"| Prior Authorization Group    | LUPRON-ENDOMETRIOSIS                                                                                                                                                                                                                                                                                              |
|------------------------------|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
| Drug Names                   | LUPRON DEPOT (1-MONTH), LUPRON DEPOT (3-MONTH)                                                                                                                                                                                                                                                                    |
| PA Indication Indicator      | All FDA - approved Indications, Some Medically-accepted Indications                                                                                                                                                                                                                                               |
| Off- f- label Uses           | Breast cancer, ovarian cancer/fallopian tube cancer/primary peritoneal cancer,  androgen receptor positive recurrent salivary gland tumor                                                                                                                                                                         |
| Exclusion Criteria           | - For retreatment of endometriosis, the requested drug is used in combination with  diagnosis of anemia (e.g., hematocrit less than or equal to 30 percent and/or                                                                                                                                                 |
| Required Medical Information | norethindrone acetate. For uterine fibroids, patient must meet one of the following: 1)  hemoglobin less than or equal to 10g/dL), OR 2) the requested medication will be used  prior to surgery for uterine fibroids. For breast cancer, the requested drug is used for  hormone receptor (HR)-positive disease. |
| Age Restrictions             | -                                                                                                                                                                                                                                                                                                                 |
| Prescriber Restrictions      | -                                                                                                                                                                                                                                                                                                                 |
| Coverage Duration            | Fibroids: 3 months (mo), max 6 mo total. Endometriosis: 6 mo, max 12 mo total.  Others: Plan Year                                                                                                                                                                                                                 |
| Other Criteria               | -                                                                                                                                                                                                                                                                                                                 |
| Prior Authorization Group    | LYNPARZA                                                                                                                                                                                                                                                                                                          |
| Drug Names                   | LYNPARZA                                                                                                                                                                                                                                                                                                          |
| PA Indication Indicator      | All FDA - approved Indications, Some Medically-accepted Indications                                                                                                                                                                                                                                               |
| Off- f- label Uses           | Recurrent HER2-negative, BRCA 1/2-germline mutated breast cancer, recurrent or  metastatic HER2-positive, BRCA 1/2-germline mutated breast cancer, uterine  leiomyosarcoma.                                                                                                                                       |
| Exclusion Criteria           | -                                                                                                                                                                                                                                                                                                                 |
| Required Medical Information | For recurrent or metastatic breast cancer: the disease is BRCA 1/2-germline mutated.                                                                                                                                                                                                                              |
|                              | For prostate cancer: 1) The patient has a BRCA mutation and the requested drug will  be used in combination with abiraterone and an oral corticosteroid OR 2) The patient  has progressed on prior treatment with an androgen receptor-directed therapy. For                                                      |
|                              | ovarian, fallopian tube, or primary peritoneal cancer: The requested drug is used for                                                                                                                                                                                                                             |
|                              | maintenance therapy for stage II-IV or recurrent disease who are in complete or partial                                                                                                                                                                                                                           |
| Age Restrictions             | response to chemotherapy. For uterine leiomyosarcoma: 1) the patient has had at least  one prior therapy AND 2) the patient has BRCA-altered disease.  -                                                                                                                                                          |
| Prescriber Restrictions      | -                                                                                                                                                                                                                                                                                                                 |
| Coverage Duration            | Plan Year                                                                                                                                                                                                                                                                                                         |
| Other Criteria               | -                                                                                                                                                                                                                                                                                                                 |"
141,LYNPARZA,Lynparza,Copy of 195158-4643510.md,Copy of 195158-4643510::chunk_0168,168,3387,3387,## Exclusion Criteria Required Medical Information,nearby_context,
142,LYRICA,Lyrica,Copy of 195239-4641478.md,Copy of 195239-4641478::chunk_0071,71,339,341,,nearby_context,<!-- image -->
142,LYRICA,Lyrica,Copy of 195239-4641478.md,Copy of 195239-4641478::chunk_0072,72,342,345,,matched:LYRICA;matched:Lyrica,"| 1 - All FDA-approved               |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |                                                                                                                                                                                                                                                  |                           | 12 months   |                                                                                                                                                                                                                                                                                                                                                                                                                           |   0 |
|------------------------------------|------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|---------------------------|-------------|---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|-----|
| Indications.                       | Diagnosis. For fibromyalgia:  must have trial and failure or  contraindication to gabapentin  at a dose of at least  1200mg/day or maximally  tolerated dose in intolerant  patients AND either duloxetine  or muscle relaxant unless  contraindicated. For PHN:  must have trial and failure,  intolerance, or  contraindication to  gabapentin. For DPN: must  have documented pharmacy  claim history or prior therapy                                                                                                                            | For partial onset seizures,  coverage is provided for  members 1 month of age and  older. For fibromyalgia, PHN,  DPN, and neuropathic pain  associated with spinal cord  injury, coverage is provided  for members 18 years of age  or older.   | PREGABALIN (LYRICA)       |             |                                                                                                                                                                                                                                                                                                                                                                                                                           |     |
| 1 - All FDA-approved  Indications. | physician chart note of  diabetes diagnosis and must  have trial and failure,  intolerance, or  contraindication to  gabapentin. Diagnosis. For acute  exacerbation of multiple  sclerosis, member must have  tried and failed or have a  contraindication to 2  corticosteroids (e.g. IV  methylprednisolone, IV  dexamethasone, or high dose  oral steroids). Must have  documentation or claims  verifying the member is on a  medication for the treatment  of multiple sclerosis. For RA  (incl. Juvenile RA), psoriatic  arthritis, ankylosing | Must be prescribed by or in  consultation with a neurologist  or physician that specializes in  the treatment of multiple  sclerosis, a rheumatologist,  allergist, dermatologist,  immunologist,  ophthalmologist,  pulmonologist, nephrologist | (CORTICOTROPIN) INJECTION | 1 month     | For allergic states such as  serum sickness or transfusion  reaction due to serum protein  reaction, member must have  tried and failed 2  corticosteroids (e.g. IV  methylprednisolone, IV  dexamethasone, or high dose  oral steroids) or has a  contraindication to  corticosteroid therapy. If the  member has a diagnosis of  atopic dermatitis, the member  is concurrently receiving  maintenance therapy with one |   1 |"
142,LYRICA,Lyrica,Copy of 195239-4641478.md,Copy of 195239-4641478::chunk_0073,73,346,348,,nearby_context,<!-- image -->
143,LYTGOBI,Lytgobi,Copy of 195158-4643510.md,Copy of 195158-4643510::chunk_0168,168,3387,3387,## Exclusion Criteria Required Medical Information,nearby_context,
143,LYTGOBI,Lytgobi,Copy of 195158-4643510.md,Copy of 195158-4643510::chunk_0169,169,3388,3409,## Exclusion Criteria Required Medical Information,matched:LYTGOBI;matched:Lytgobi,"Prior Authorization Group Drug Names PA Indication Indicator Off- f- label Uses Exclusion Criteria

LYTGOBI LYTGOBI Extrahepatic cholangiocarcinoma

All FDA - approved Indications, Some Medically-accepted Indications

-

Required Medical Information

For cholangiocarcinoma: 1) patient has a diagnosis of unresectable, locally advanced or metastatic cholangiocarcinoma, 2) patient has received a previous treatment, AND 3) patient has a disease that has a fibroblast growth factor receptor 2 (FGFR2) gene fusion or other rearrangement.

Age Restrictions Coverage Duration Other Criteria

-

Prescriber Restrictions -

Plan Year

-"
143,LYTGOBI,Lytgobi,Copy of 195158-4643510.md,Copy of 195158-4643510::chunk_0170,170,3410,3433,## Exclusion Criteria Required Medical Information,nearby_context,"Prior Authorization Group Drug Names PA Indication Indicator Off- f- label Uses Exclusion Criteria

MAVYRET MAVYRET All FDA -

approved Indications

-

Decompensated cirrhosis/moderate or severe hepatic impairment (Child Turcotte Pugh [CTP] class B or C).

Required Medical Information

For hepatitis C virus (HCV): Infection confirmed by presence of HCV RNA in the serum prior to starting treatment. Planned treatment regimen, genotype, prior treatment history, presence or absence of cirrhosis (compensated or decompensated [CTP class B or C]), presence or absence of human immunodeficiency virus (HIV) coinfection, presence or absence of resistance-associated substitutions where applicable, transplantation status if applicable. Coverage conditions and specific durations of approval will be based on current American Association for the Study of Liver Diseases and Infectious Diseases Society of America (AASLD-IDSA) treatment guidelines.

Age Restrictions Coverage Duration Other Criteria

-

Prescriber Restrictions -

Criteria will be applied consistent with current AASLD-IDSA guidance

-"
144,MAVYRET,Mavyret,Copy of 195158-4643510.md,Copy of 195158-4643510::chunk_0169,169,3388,3409,## Exclusion Criteria Required Medical Information,nearby_context,"Prior Authorization Group Drug Names PA Indication Indicator Off- f- label Uses Exclusion Criteria

LYTGOBI LYTGOBI Extrahepatic cholangiocarcinoma

All FDA - approved Indications, Some Medically-accepted Indications

-

Required Medical Information

For cholangiocarcinoma: 1) patient has a diagnosis of unresectable, locally advanced or metastatic cholangiocarcinoma, 2) patient has received a previous treatment, AND 3) patient has a disease that has a fibroblast growth factor receptor 2 (FGFR2) gene fusion or other rearrangement.

Age Restrictions Coverage Duration Other Criteria

-

Prescriber Restrictions -

Plan Year

-"
144,MAVYRET,Mavyret,Copy of 195158-4643510.md,Copy of 195158-4643510::chunk_0170,170,3410,3433,## Exclusion Criteria Required Medical Information,matched:MAVYRET;matched:Mavyret,"Prior Authorization Group Drug Names PA Indication Indicator Off- f- label Uses Exclusion Criteria

MAVYRET MAVYRET All FDA -

approved Indications

-

Decompensated cirrhosis/moderate or severe hepatic impairment (Child Turcotte Pugh [CTP] class B or C).

Required Medical Information

For hepatitis C virus (HCV): Infection confirmed by presence of HCV RNA in the serum prior to starting treatment. Planned treatment regimen, genotype, prior treatment history, presence or absence of cirrhosis (compensated or decompensated [CTP class B or C]), presence or absence of human immunodeficiency virus (HIV) coinfection, presence or absence of resistance-associated substitutions where applicable, transplantation status if applicable. Coverage conditions and specific durations of approval will be based on current American Association for the Study of Liver Diseases and Infectious Diseases Society of America (AASLD-IDSA) treatment guidelines.

Age Restrictions Coverage Duration Other Criteria

-

Prescriber Restrictions -

Criteria will be applied consistent with current AASLD-IDSA guidance

-"
144,MAVYRET,Mavyret,Copy of 195158-4643510.md,Copy of 195158-4643510::chunk_0171,171,3434,3437,## Exclusion Criteria Required Medical Information,nearby_context,"Prior Authorization Group Drug Names PA Indication Indicator Offflabel Uses Exclusion Criteria Required Medical Information

Age Restrictions Prescriber Restrictions Coverage Duration Other Criteria"
145,MEKINIST,MEKINIST,Copy of 195158-4643510.md,Copy of 195158-4643510::chunk_0171,171,3434,3437,## Exclusion Criteria Required Medical Information,nearby_context,"Prior Authorization Group Drug Names PA Indication Indicator Offflabel Uses Exclusion Criteria Required Medical Information

Age Restrictions Prescriber Restrictions Coverage Duration Other Criteria"
145,MEKINIST,MEKINIST,Copy of 195158-4643510.md,Copy of 195158-4643510::chunk_0172,172,3438,3469,## Exclusion Criteria Required Medical Information,matched:MEKINIST,"Prior Authorization Group Drug Names PA Indication Indicator Offflabel Uses Exclusion Criteria Required Medical Information

Age Restrictions Prescriber Restrictions Coverage Duration Other Criteria approved Indications, Some Medically-accepted Indications MEGESTROL MEGESTROL ACETATE All FDA -Cancer -related cachexia in adults

-

Patient has experienced an inadequate treatment response or intolerance to megestrol 40 milligrams per milliliter (40mg/mL) oral suspension.

-

-

Plan Year

-

MEKINIST MEKINIST

All FDA -approved Indications, Some Medically-accepted Indications Langerhans cell histiocytosis, Erdheim-Chester disease, Rosai-Dorfman disease.

-

For melanoma: 1) The tumor is positive for a BRAF V600 activating mutation (e.g., V600E or V600K), AND 2) The requested drug will be used as a single agent or in combination with dabrafenib, AND 3) The requested drug will be used for either of the following: a) unresectable, limited resectable, or metastatic disease, b) adjuvant systemic therapy. For uveal melanoma: The requested drug will be used as a single agent. For ovarian cancer, fallopian tube cancer, and primary peritoneal cancer: The requested drug will be used to treat persistent or recurrent disease. For papillary, follicular, and oncocytic thyroid carcinoma: 1) The disease is positive for BRAF V600E mutation, AND 2) The disease is not amenable to radioactive iodine (RAI) therapy, AND 3) The requested drug will be used in combination with dabrafenib. For solid tumors: 1) The tumor is positive for a BRAF V600E mutation, AND 2) The requested drug will be used in combination with dabrafenib.

-

-

Plan Year

-"
145,MEKINIST,MEKINIST,Copy of 195158-4643510.md,Copy of 195158-4643510::chunk_0173,173,3470,3491,## Exclusion Criteria Required Medical Information,nearby_context,"Prior Authorization Group Drug Names PA Indication Indicator r Off-label Uses

MEKTOVI MEKTOVI

All FDA-approved Indications, Some Medically-accepted Indications Adjuvant systemic therapy for cutaneous melanoma, Langerhans Cell Histiocytosis, recurrent non-small cell lung cancer (NSCLC)

Exclusion Criteria Required Medical Information

-

For melanoma: 1) The tumor is positive for BRAF V600 activating mutation (e.g., V600E or V600K), AND 2) The requested drug will be used in combination with encorafenib, AND 3) The requested drug will be used for either of the following: a) unresectable, limited resectable, or metastatic disease, b) adjuvant systemic therapy. For non-small cell lung cancer: 1) The tumor is positive for BRAF V600E mutation, AND 2) The requested drug will be used in combination with encorafenib, AND 3) The disease is advanced, recurrent, or metastatic.

Age Restrictions Coverage Duration Other Criteria

-

Prescriber Restrictions -

Plan Year

-"
146,MEKTOVI,MEKTOVI,Copy of 308650-4595103.md,Copy of 308650-4595103::chunk_0087,87,364,366,## Prior Authorization Criteria,nearby_context,- REZUROCK
146,MEKTOVI,MEKTOVI,Copy of 308650-4595103.md,Copy of 308650-4595103::chunk_0088,88,367,368,## Binimetinib (MEKTOVI),matched:MEKTOVI,## Binimetinib (MEKTOVI)
146,MEKTOVI,MEKTOVI,Copy of 308650-4595103.md,Copy of 308650-4595103::chunk_0089,89,369,370,## Products Affected,nearby_context,## Products Affected
146,MEKTOVI,MEKTOVI,Copy of 308650-4595103.md,Copy of 308650-4595103::chunk_0091,91,373,382,## Prior Authorization Criteria,nearby_context,"| Criteria Details                                                       |                               |
|------------------------------------------------------------------------|-------------------------------|
| Diagnosis of unresectable or metastatic melanoma or Non-Small Cell  Lung Cancer (NSCLC : •  Cancer is BRAF V600E or V600K mutant type as detected by an FDA approved test (THxID-BRAF Kit) or performed at a facility approved  by Clinical Laboratory Improvement Amendments (CLIA) •  Used in combination with encorafenib •  Trial and failure, contraindication or intolerance to one of the  following:                                                                        | Required Medical  Information |
|                                                                        | Age Restrictions              |
|                                                                        | Prescriber  Restrictions      |
| Initial: 12 months. Renewal: 12 months.                                | Coverage Duration             |
| Patient does not show evidence of progressive disease while on therapy | Renewal Criteria              |
| 03/01/2024                                                             | Effective Date                |
|                                                                        | P&T Approval Date             |
|                                                                        | P&T Revision Date             |"
146,MEKTOVI,MEKTOVI,Copy of 308650-4595103.md,Copy of 308650-4595103::chunk_0092,92,383,385,## Prior Authorization Criteria,matched:MEKTOVI,- Mektovi
146,MEKTOVI,MEKTOVI,Copy of 308650-4595103.md,Copy of 308650-4595103::chunk_0093,93,386,387,## Bicalutamide (CASODEX),nearby_context,## Bicalutamide (CASODEX)
146,MEKTOVI,MEKTOVI,Copy of 308650-4595103.md,Copy of 308650-4595103::chunk_0253,253,975,976,## Prior Authorization Criteria,nearby_context,## Prior Authorization Criteria
146,MEKTOVI,MEKTOVI,Copy of 308650-4595103.md,Copy of 308650-4595103::chunk_0254,254,977,984,## Prior Authorization Criteria,matched:MEKTOVI,"|                               | Criteria Details                                                                                                                                                                                                                                                                                                 |
|-------------------------------|------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
| Required Medical  Information | BRAF V600E or V600K unresectable or metastatic melanoma: •  Cancer is BRAF V600E or V600K mutant type as detected by an FDA approved test (THxID-BRAF Kit) or a test performed at a facility  approved by Clinical Laboratory Improvement Amendments (CLIA •  Used in combination with Mektovi (binimetinib) •  Trial and failure, contraindication or intolerance to one of the  following: o  Zelboraf o  Tafinlar Colorectal Cancer (CRC): •                                                                                                                                                                                                                                                                                                                  |
| Required Medical  Information | One of the following o  Unresectable or advanced disease  o  Metastatic disease  •  Patient has received prior therapy •  Cancer is BRAFV600E mutant type as detected by an FDA-approved  test (THxID-BRAF Kit) or a test performed at a facility approved by  Clinical Laboratory Improvement Amendments (CLIA) |
| Required Medical  Information | •  Used in combination with Erbitux (cetuximab)                                                                                                                                                                                                                                                                  |
| Required Medical  Information | •  Cancer is BRAF V600E mutant type as detected by an FDA-approved  test (THxID-BRAF Kit) or a test performed at a facility approved by  Clinical Laboratory Improvement Amendments (CLIA) •  Used in combination with Mektovi (binimetinib)                                                                     |
| Required Medical  Information |                                                                                                                                                                                                                                                                                                                  |
| Required Medical  Information |                                                                                                                                                                                                                                                                                                                  |"
146,MEKTOVI,MEKTOVI,Copy of 308650-4595103.md,Copy of 308650-4595103::chunk_0255,255,985,987,## Prior Authorization Criteria,nearby_context,- Braftovi
147,MEPRON,MEPRON,Copy of 195158-4643510.md,Copy of 195158-4643510::chunk_0174,174,3492,3521,## Exclusion Criteria Required Medical Information,nearby_context,"Prior Authorization Group Drug Names

MEMANTINE MEMANTINE HCL TITRATION P, MEMANTINE HYDROCHLORIDE, MEMANTINE HYDROCHLORIDE E All FDA - approved Indications

PA Indication Indicator r

Off-label Uses

-

Exclusion Criteria

-

Required Medical Information -

Age Restrictions -

Prescriber Restrictions

-

Coverage Duration

Plan Year

Other Criteria

This prior authorization only applies to patients less than 30 years of age."
147,MEPRON,MEPRON,Copy of 195158-4643510.md,Copy of 195158-4643510::chunk_0175,175,3522,3537,## Exclusion Criteria Required Medical Information,matched:MEPRON,"| Prior Authorization Group                   | MEPRON                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
|---------------------------------------------|-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
| Drug Names                                  | ATOVAQUONE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |
| PA Indication Indicator  Off- f- label Uses | All FDA - approved Indications, Some Medically-accepted Indications  Babesiosis, Toxoplasmosis, Pneumocystis jirovecii pneumonia prophylaxis in pediatric  patients, mild-to-moderate Pneumocystis jirovecii pneumonia treatment in pediatric                                                                                                                                                                                                                                                                   |
|                                             | patients.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |
| Required Medical Information                | For the treatment of mild-to-moderate Pneumocystis jiroveci pneumonia (PCP): the  patient had an intolerance or has a contraindication to sulfamethoxazole/trimethoprim  (SMX-TMP). For the prevention of PCP and primary toxoplasmosis prophylaxis  indications: 1) the patient had an intolerance or has a contraindication to SMX-TMP,  AND 2) the patient is immunocompromised. For secondary toxoplasmosis prophylaxis:  the patient is immunocompromised. For babesiosis treatment: the requested drug is |
|                                             | - -                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             |
| Age Restrictions                            |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |
| Prescriber Restrictions                     |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |
| Coverage Duration                           | Secondary toxoplasmosis prophylaxis: 6 months, All other indications: 3 months                                                                                                                                                                                                                                                                                                                                                                                                                                  |
| Other Criteria                              | -                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |
| Prior Authorization Group                   | METHYLPHENIDATE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |
| Drug Names                                  | METHYLPHENIDATE HYDROCHLO                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |
| PA Indication Indicator                     | All Medically-accepted Indications                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Off- f- label Uses                          | -                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |
| Exclusion Criteria                          | -                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |"
147,MEPRON,MEPRON,Copy of 195158-4643510.md,Copy of 195158-4643510::chunk_0176,176,3530,3542,## Exclusion Criteria Required Medical Information,nearby_context,"| Prescriber Restrictions                     |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |
| Coverage Duration                           | Secondary toxoplasmosis prophylaxis: 6 months, All other indications: 3 months                                                                                                                                                                                                                                                                                                                                                                                                                                  |
| Other Criteria                              | -                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |
| Prior Authorization Group                   | METHYLPHENIDATE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |
| Drug Names                                  | METHYLPHENIDATE HYDROCHLO                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |
| PA Indication Indicator                     | All Medically-accepted Indications                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Off- f- label Uses                          | -                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |
| Exclusion Criteria                          | -                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |
| Required Medical Information                | 1) The patient has a diagnosis of Attention-Deficit Hyperactivity Disorder (ADHD) or  Attention Deficit Disorder (ADD) OR 2) The patient has a diagnosis of narcolepsy  confirmed by a sleep study OR 3) The requested drug is being prescribed for the  treatment of cancer-related fatigue after other causes of fatigue have been ruled out.                                                                                                                                                                 |
| Age Restrictions                            | -                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |
| Prescriber Restrictions                     | -                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |
| Coverage Duration                           | Plan Year                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |
| Other Criteria                              | -                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |"
